"Country code","Country name","Series code","Series name","SCALE","Decimals","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"FRO","Faeroe Islands","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3 / -1.5"
"FSM","Micronesia, Fed. Sts.","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"GAB","Gabon","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.6 / -2.9"
"GBR","United Kingdom","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.5"
"GEO","Georgia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3 / -1.3"
"GHA","Ghana","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.4 / -2.5"
"GIB","Gibraltar","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9 / -1.9"
"GIN","Guinea","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.4 / -2.5"
"GMB","Gambia, The","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.3 / -2.6"
"GNB","Guinea-Bissau","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.7 / -2.7"
"GNQ","Equatorial Guinea","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.8 / -2.9"
"GRC","Greece","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7 / -1.7"
"GRD","Grenada","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"GRL","Greenland","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.7"
"GTM","Guatemala","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7 / -1.7"
"GUM","Guam","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"GUY","Guyana","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5 / -3.0"
"HIC","High income","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"HKG","Hong Kong SAR, China","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2 / -1.4"
"HND","Honduras","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2 / -2.5"
"HRV","Croatia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.6"
"HTI","Haiti","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.8 / -2.8"
"HUN","Hungary","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.7"
"IDN","Indonesia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.8 / -2.9"
"IMY","Isle of Man","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3 / -1.4"
"IND","India","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.0 / -2.2"
"IRL","Ireland","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3 / -1.4"
"IRN","Iran, Islamic Rep.","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.4"
"IRQ","Iraq","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.5"
"ISL","Iceland","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.5"
"ISR","Israel","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.8"
"ITA","Italy","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -1.8"
"JAM","Jamaica","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.9 / -2.8"
"JOR","Jordan","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.6"
"JPN","Japan","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9 / -2.2"
"KAZ","Kazakhstan","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2 / -1.4"
"KEN","Kenya","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.0 / -2.9"
"KGZ","Kyrgyz Republic","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2 / -1.4"
"KHM","Cambodia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -1.7"
"KIR","Kiribati","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.4 / -2.4"
"KNA","St. Kitts and Nevis","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"KOR","Korea, Rep.","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.8"
"KSV","Kosovo","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.3"
"KWT","Kuwait","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.7"
"LAC","Latin America & Caribbean","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"LAO","Lao PDR","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1 / -1.3"
"LBN","Lebanon","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7 / -1.6"
"LBR","Liberia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.7 / -2.7"
"LBY","Libya","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7 / -2.1"
"LCA","St. Lucia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -2.9"
"LIC","Low income","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"LIE","Liechtenstein","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.5"
"LKA","Sri Lanka","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.8 / -2.9"
"LMC","Lower middle income","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"LMY","Low & middle income","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"LSO","Lesotho","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.9"
"LTU","Lithuania","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.8"
"LUX","Luxembourg","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.4"
"LVA","Latvia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7 / -1.8"
"MAC","Macao SAR, China","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2 / -1.4"
"MAF","St. Martin (French part)","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".."
"MAR","Morocco","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -2.0"
"MCO","Monaco","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.7"
"MDA","Moldova","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.6"
"MDG","Madagascar","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5 / -2.7"
"MDV","Maldives","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"MEX","Mexico","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.5"
"MHL","Marshall Islands","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"MIC","Middle income","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"MKD","Macedonia, FYR","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.3"
"MLI","Mali","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.0 / -2.5"
"MLT","Malta","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2 / -2.3"
"MMR","Myanmar","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7 / -1.8"
"MNA","Middle East & North Africa","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"MNE","Montenegro","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.5"
"MNG","Mongolia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3 / -1.4"
"MNP","Northern Mariana Islands","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -2.9"
"MOZ","Mozambique","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2 / -2.5"
"MRT","Mauritania","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.0 / -2.4"
"MUS","Mauritius","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.9 / -2.9"
"MWI","Malawi","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.1 / -2.5"
"MYS","Malaysia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5 / -2.8"
"MYT","Mayotte","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"NAM","Namibia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9 / -2.2"
"NCL","New Caledonia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.9 / -2.8"
"NER","Niger","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -2.4"
"NGA","Nigeria","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2 / -2.5"
"NIC","Nicaragua","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.6 / -2.8"
"NIU","Niue","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.7 / -2.7"
"NLD","Netherlands","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.6"
"NOR","Norway","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -1.8"
"NPL","Nepal","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.1 / -2.1"
"NRU","Nauru","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -2.9"
"NZL","New Zealand","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2 / -2.1"
"OMN","Oman","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9 / -2.1"
"PAK","Pakistan","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -1.9"
"PAN","Panama","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.9 / -3.0"
"PER","Peru","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5 / -2.7"
"PHL","Philippines","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5 / -2.5"
"PLW","Palau","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -3.0"
"PNG","Papua New Guinea","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.8 / -2.9"
"POL","Poland","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.7"
"PRI","Puerto Rico","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.0 / -2.9"
"PRK","Korea, Dem. Rep.","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4 / -1.8"
"PRT","Portugal","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.0 / -1.9"
"PRY","Paraguay","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8 / -1.2"
"PYF","French Polynesia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.9 / -2.8"
"QAT","Qatar","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.9"
"ROM","Romania","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.6"
"RUS","Russian Federation","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6 / -1.8"
"RWA","Rwanda","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2 / -2.8"
"SAS","South Asia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a"
"SAU","Saudi Arabia","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5 / -1.7"
"SDN","Sudan","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8 / -2.2"
"SEN","Senegal","EN.CLC.PCCC","Projected change in annual cool days/cold nights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.3 / -2.6"
