"Country code","Country name","Series code","Series name","SCALE","Decimals","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"HND","Honduras","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"HRV","Croatia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"890.39999999999998","..","..","..","..","296.80000000000001","..","..","..","..","75.700000000000003","..","..","..","..","58.899999999999999","..","..","..","..","..",".."
"HTI","Haiti","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"HUN","Hungary","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"702","..","..","..","..","419.5","..","..","..","..","763.20000000000005","..","..","..","..","1551.9000000000001","..","..","..","..","..",".."
"IDN","Indonesia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"1727.4000000000001","..","..","..","..","1512.4000000000001","..","..","..","..","1001","..","..","..","..","1026.7","..","..","..","..","..",".."
"IMY","Isle of Man","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"IND","India","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"9568.1000000000004","..","..","..","..","7046.8999999999996","..","..","..","..","7750","..","..","..","..","8433.1000000000004","..","..","..","..","..",".."
"IRL","Ireland","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"36.399999999999999","..","..","..","..","241.5","..","..","..","..","908.39999999999998","..","..","..","..","1151.3","..","..","..","..","..",".."
"IRN","Iran, Islamic Rep.","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"2646.5999999999999","..","..","..","..","2122.5999999999999","..","..","..","..","1862.9000000000001","..","..","..","..","2569","..","..","..","..","..",".."
"IRQ","Iraq","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"252.90000000000001","..","..","..","..","188.59999999999999","..","..","..","..","156.09999999999999","..","..","..","..","86","..","..","..","..","..",".."
"ISL","Iceland","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"1036.9000000000001","..","..","..","..","85.799999999999997","..","..","..","..","144.80000000000001","..","..","..","..","151.90000000000001","..","..","..","..","..",".."
"ISR","Israel","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"1049.4000000000001","..","..","..","..","896.5","..","..","..","..","1787.5999999999999","..","..","..","..","1980.7","..","..","..","..","..",".."
"ITA","Italy","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"4489.3999999999996","..","..","..","..","5402.5","..","..","..","..","9573.5","..","..","..","..","13968.299999999999","..","..","..","..","..",".."
"JAM","Jamaica","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","3.5","..","..","..","..","17.800000000000001","..","..","..","..","50.700000000000003","..","..","..","..","..",".."
"JOR","Jordan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","19.699999999999999","..","..","..","..","111.5","..","..","..","..","..",".."
"JPN","Japan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"29697.400000000001","..","..","..","..","48123.900000000001","..","..","..","..","42157.5","..","..","..","..","53786.400000000001","..","..","..","..","..",".."
"KAZ","Kazakhstan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","11.4","..","..","..","..","57.5","..","..","..","..","339","..","..","..","..","..",".."
"KEN","Kenya","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"KGZ","Kyrgyz Republic","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","1.1000000000000001","..","..","..","..","7.9000000000000004","..","..","..","..","24.199999999999999","..","..","..","..","..",".."
"KHM","Cambodia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"KIR","Kiribati","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"KNA","St. Kitts and Nevis","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"KOR","Korea, Rep.","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"6157.1999999999998","..","..","..","..","7105.8000000000002","..","..","..","..","8852.7999999999993","..","..","..","..","10220.6","..","..","..","..","..",".."
"KSV","Kosovo","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"KWT","Kuwait","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"263.10000000000002","..","..","..","..","488","..","..","..","..","498.19999999999999","..","..","..","..","931.10000000000002","..","..","..","..","..",".."
"LAC","Latin America & Caribbean","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"16988","..","..","..","..","13443","..","..","..","..","14973.6","..","..","..","..","20972.200000000001","..","..","..","..","..",".."
"LAO","Lao PDR","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"LBN","Lebanon","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"LBR","Liberia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"LBY","Libya","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"282.30000000000001","..","..","..","..","116.7","..","..","..","..","178.19999999999999","..","..","..","..","280.30000000000001","..","..","..","..","..",".."
"LCA","St. Lucia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"LIC","Low income","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"LIE","Liechtenstein","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"LKA","Sri Lanka","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"LMC","Lower middle income","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"16773.299999999999","..","..","..","..","12718.200000000001","..","..","..","..","13961.200000000001","..","..","..","..","17326.900000000001","..","..","..","..","..",".."
"LMY","Low & middle income","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"87641.899999999994","..","..","..","..","117425.89999999999","..","..","..","..","171830.5","..","..","..","..","264291.20000000001","..","..","..","..","..",".."
"LSO","Lesotho","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"LTU","Lithuania","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"1","..","..","..","..","31.600000000000001","..","..","..","..","172.90000000000001","..","..","..","..","655.89999999999998","..","..","..","..","..",".."
"LUX","Luxembourg","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0.20000000000000001","..","..","..","..","9.9000000000000004","..","..","..","..","457.19999999999999","..","..","..","..","101.5","..","..","..","..","..",".."
"LVA","Latvia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0.80000000000000004","..","..","..","..","31.699999999999999","..","..","..","..","195.69999999999999","..","..","..","..","889.79999999999995","..","..","..","..","..",".."
"MAC","Macao SAR, China","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MAF","St. Martin (French part)","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MAR","Morocco","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"MCO","Monaco","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MDA","Moldova","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0.59999999999999998","..","..","..","..","1.8999999999999999","..","..","..","..","8.0999999999999996","..","..","..","..","..",".."
"MDG","Madagascar","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MDV","Maldives","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MEX","Mexico","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"2974.5999999999999","..","..","..","..","2906.4000000000001","..","..","..","..","4161.8000000000002","..","..","..","..","4554.6999999999998","..","..","..","..","..",".."
"MHL","Marshall Islands","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MIC","Middle income","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"84835.600000000006","..","..","..","..","115516.2","..","..","..","..","169126","..","..","..","..","260797.89999999999","..","..","..","..","..",".."
"MKD","Macedonia, FYR","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","9.8000000000000007","..","..","..","..","51.799999999999997","..","..","..","..","120.3","..","..","..","..","..",".."
"MLI","Mali","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MLT","Malta","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","8.9000000000000004","..","..","..","..","50","..","..","..","..","114.7","..","..","..","..","..",".."
"MMR","Myanmar","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"MNA","Middle East & North Africa","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"5567.1999999999998","..","..","..","..","4438","..","..","..","..","5159.1000000000004","..","..","..","..","6716.8999999999996","..","..","..","..","..",".."
"MNE","Montenegro","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MNG","Mongolia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"MNP","Northern Mariana Islands","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MOZ","Mozambique","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","1.5","..","..","..","..","43.799999999999997","..","..","..","..","281.80000000000001","..","..","..","..","..",".."
"MRT","Mauritania","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MUS","Mauritius","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MWI","Malawi","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"MYS","Malaysia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"597.79999999999995","..","..","..","..","725.10000000000002","..","..","..","..","525.70000000000005","..","..","..","..","994","..","..","..","..","..",".."
"MYT","Mayotte","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"NAM","Namibia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"NCL","New Caledonia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"NER","Niger","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"NGA","Nigeria","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"241.90000000000001","..","..","..","..","36.899999999999999","..","..","..","..","270.89999999999998","..","..","..","..","669","..","..","..","..","..",".."
"NIC","Nicaragua","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"NIU","Niue","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"NLD","Netherlands","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"6346.3999999999996","..","..","..","..","6185.8999999999996","..","..","..","..","6330.3000000000002","..","..","..","..","3750","..","..","..","..","..",".."
"NOR","Norway","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"8579.2999999999993","..","..","..","..","4779.8999999999996","..","..","..","..","5755.5","..","..","..","..","5201.6000000000004","..","..","..","..","..",".."
"NPL","Nepal","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"NRU","Nauru","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"NZL","New Zealand","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"941.39999999999998","..","..","..","..","792.89999999999998","..","..","..","..","757.89999999999998","..","..","..","..","973.10000000000002","..","..","..","..","..",".."
"OMN","Oman","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","6.2999999999999998","..","..","..","..","8.5999999999999996","..","..","..","..","175.40000000000001","..","..","..","..","..",".."
"PAK","Pakistan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"1009","..","..","..","..","337.80000000000001","..","..","..","..","347.19999999999999","..","..","..","..","819.39999999999998","..","..","..","..","..",".."
"PAN","Panama","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"PER","Peru","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","20.800000000000001","..","..","..","..","103.09999999999999","..","..","..","..","329.89999999999998","..","..","..","..","..",".."
"PHL","Philippines","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"161.90000000000001","..","..","..","..","353.30000000000001","..","..","..","..","221.40000000000001","..","..","..","..","365.30000000000001","..","..","..","..","..",".."
"PLW","Palau","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"PNG","Papua New Guinea","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"POL","Poland","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"532.20000000000005","..","..","..","..","851.60000000000002","..","..","..","..","1376.8","..","..","..","..","2451.4000000000001","..","..","..","..","..",".."
"PRI","Puerto Rico","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"PRK","Korea, Dem. Rep.","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0.20000000000000001","..","..","..","..","73.099999999999994","..","..","..","..","1760.0999999999999","..","..","..","..","2793.8000000000002","..","..","..","..","..",".."
"PRT","Portugal","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"110.8","..","..","..","..","186.69999999999999","..","..","..","..","505.30000000000001","..","..","..","..","782.89999999999998","..","..","..","..","..",".."
"PRY","Paraguay","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"PYF","French Polynesia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"QAT","Qatar","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"ROM","Romania","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"2007.7","..","..","..","..","1376.0999999999999","..","..","..","..","795","..","..","..","..","746.29999999999995","..","..","..","..","..",".."
"RUS","Russian Federation","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"25877.299999999999","..","..","..","..","40415.400000000001","..","..","..","..","47535.199999999997","..","..","..","..","59672.599999999999","..","..","..","..","..",".."
"RWA","Rwanda","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SAS","South Asia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"10577.1","..","..","..","..","7384.6999999999998","..","..","..","..","8097.1999999999998","..","..","..","..","9252.5","..","..","..","..","..",".."
"SAU","Saudi Arabia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"2452.5999999999999","..","..","..","..","1252","..","..","..","..","1346","..","..","..","..","2193.3000000000002","..","..","..","..","..",".."
"SDN","Sudan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"SEN","Senegal","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"SGP","Singapore","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"510.39999999999998","..","..","..","..","715.10000000000002","..","..","..","..","1414.3","..","..","..","..","2531.6999999999998","..","..","..","..","..",".."
"SID","Small island developing states","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SLB","Solomon Islands","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SLE","Sierra Leone","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SLV","El Salvador","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0.10000000000000001","..","..","..","..","41.399999999999999","..","..","..","..","76.900000000000006","..","..","..","..","..",".."
"SMR","San Marino","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SOM","Somalia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SRB","Serbia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"990.20000000000005","..","..","..","..","421.80000000000001","..","..","..","..","1990.5","..","..","..","..","4492.8999999999996","..","..","..","..","..",".."
"SSA","Sub-Saharan Africa","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"STP","Sao Tome and Principe","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SUR","Suriname","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SVK","Slovak Republic","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"68.299999999999997","..","..","..","..","40.299999999999997","..","..","..","..","2629.6999999999998","..","..","..","..","394.80000000000001","..","..","..","..","..",".."
"SVN","Slovenia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"769","..","..","..","..","335.19999999999999","..","..","..","..","356.60000000000002","..","..","..","..","472.60000000000002","..","..","..","..","..",".."
"SWE","Sweden","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"888.60000000000002","..","..","..","..","1004.9","..","..","..","..","1487.8","..","..","..","..","2077.8000000000002","..","..","..","..","..",".."
"SWZ","Swaziland","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SXM","Sint Maarten (Dutch part)","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SYC","Seychelles","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"SYR","Syrian Arab Republic","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"TCA","Turks and Caicos Islands","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"TCD","Chad","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"TGO","Togo","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"THA","Thailand","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"1429.5","..","..","..","..","919.5","..","..","..","..","453.10000000000002","..","..","..","..","1103.9000000000001","..","..","..","..","..",".."
"TJK","Tajikistan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"2806.0999999999999","..","..","..","..","1833.9000000000001","..","..","..","..","889.10000000000002","..","..","..","..","383.10000000000002","..","..","..","..","..",".."
"TKM","Turkmenistan","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","1.8999999999999999","..","..","..","..","10.9","..","..","..","..","73.400000000000006","..","..","..","..","..",".."
"TMP","Timor-Leste","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"TON","Tonga","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"TTO","Trinidad and Tobago","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"TUN","Tunisia","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"TUR","Turkey","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"2572.6999999999998","..","..","..","..","2280.5","..","..","..","..","2538.5","..","..","..","..","5065.5","..","..","..","..","..",".."
"TUV","Tuvalu","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"TZA","Tanzania","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","0","..","..","..","..","..",".."
"UGA","Uganda","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"UKR","Ukraine","EN.ATM.GHGO.KT.CE","Other GHG emissions, total (KtCO2e)",0,1,"224.09999999999999","..","..","..","..","289.10000000000002","..","..","..","..","454.19999999999999","..","..","..","..","693.10000000000002","..","..","..","..","..",".."
